loctm,cano,contp,etymd,mchno,acqic,mcc,conam,ecfg,stocn,scity,stscd,ovrlt,hcefg,csmcu,csmam,flg_3dsmk,diff_conam,is_city_first_appearance,is_csmcu_first_appearance,cano_count,Is_First_Occurrence,freq_perday
221948,5414,5.0,99.0,2076,65,273.0,-69.02378564,1.0,0.0,15759.0,99.0,0.0,999.0,70.0,802.3545988377613,0.0,-51.62361653471457,False,False,2,True,1
105533,6513,4.0,8.0,2659,300,999.0,899.3417320771473,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,699.1773951635256,0.0,0.0,True,True,1,True,1
164835,4230,5.0,4.0,2305,300,379.0,30517.757621468336,0.0,0.0,15753.0,99.0,0.0,6.0,70.0,30043.93112986261,0.0,0.0,True,True,1,True,1
195745,5485,5.0,8.0,1189,212,365.0,1429.5538745357069,1.0,0.0,999.0,99.0,0.0,999.0,70.0,1251.010584,0.0,0.0,False,True,1,True,1
190620,4441,5.0,4.0,2753,65,276.0,241.5624457851681,0.0,999.0,15808.0,99.0,0.0,0.0,70.0,395.9862155028456,0.0,0.0,True,True,1,True,1
114954,351,5.0,8.0,2753,65,276.0,507.0994252,1.0,999.0,15759.0,99.0,0.0,6.0,70.0,266.5043501635647,0.0,0.0,True,True,1,True,1
113733,5323,5.0,8.0,764,300,320.0,4024.101651304993,1.0,0.0,16115.0,99.0,0.0,0.0,70.0,638.0500153369793,1.0,0.0,True,True,1,True,1
220028,7132,5.0,5.0,2753,300,276.0,195.32104052407263,1.0,0.0,999.0,99.0,0.0,6.0,70.0,-231.9910178,0.0,0.0,False,True,1,True,1
184629,5669,5.0,8.0,222,65,276.0,694.1237096299141,1.0,999.0,15753.0,99.0,0.0,1.0,70.0,817.5444706915146,0.0,0.0,True,True,1,True,1
93825,6114,5.0,8.0,2088,151,275.0,158.61975628671073,1.0,0.0,999.0,99.0,0.0,6.0,70.0,-181.1734669,0.0,0.0,False,True,1,True,1
94526,5200,5.0,5.0,527,65,317.0,-42.41450247,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,175.83935920073552,1.0,0.0,True,True,1,True,1
200552,5784,5.0,1.0,748,132,324.0,514.2185308444853,1.0,126.0,10300.0,99.0,0.0,6.0,70.0,497.89448521664616,0.0,0.0,True,True,1,True,1
172138,356,5.0,8.0,1315,300,999.0,1992.3578932740947,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,2086.244134861345,0.0,0.0,True,True,1,True,1
145045,6511,5.0,8.0,748,300,317.0,265.2952160525432,1.0,126.0,10300.0,99.0,0.0,6.0,999.0,227.79686223605307,0.0,0.0,True,False,1,True,1
102554,4816,5.0,5.0,369,221,450.0,1863.7426711202197,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,2297.8542313121416,0.0,0.0,True,True,1,True,1
180220,3902,5.0,99.0,2598,300,320.0,324.92472204939486,1.0,0.0,16115.0,99.0,0.0,999.0,70.0,186.57300208004384,0.0,0.0,True,True,1,True,1
201930,5110,5.0,5.0,764,74,320.0,4122.589971,1.0,0.0,999.0,99.0,0.0,6.0,70.0,643.9871341831198,0.0,0.0,False,True,1,True,1
160705,2488,5.0,5.0,2684,66,324.0,30.918808428576227,1.0,999.0,999.0,99.0,0.0,6.0,999.0,-198.7576296,0.0,0.0,False,False,1,True,1
215205,6810,5.0,8.0,2099,65,276.0,452.1699344956127,1.0,0.0,15759.0,99.0,0.0,999.0,70.0,66.25989597,0.0,0.0,True,True,1,True,1
125610,970,5.0,4.0,1632,65,276.0,-201.1029586,0.0,0.0,15759.0,99.0,0.0,6.0,999.0,227.6515472,0.0,0.0,True,False,1,True,1
224000,124,5.0,4.0,2135,44,322.0,631.1230886438223,0.0,0.0,13248.0,99.0,0.0,0.0,999.0,252.1289518497539,0.0,0.0,True,False,1,True,1
152223,993,5.0,4.0,959,300,999.0,187.1742067119927,1.0,0.0,11380.0,99.0,0.0,6.0,70.0,408.8626361605235,0.0,0.0,True,True,1,True,1
110422,5246,5.0,4.0,806,44,320.0,472.7294443348726,0.0,0.0,10881.0,99.0,0.0,6.0,70.0,60.401516590110944,0.0,0.0,True,True,1,True,1
125958,6613,5.0,5.0,387,84,324.0,4671.921194344159,1.0,94.0,17233.0,99.0,0.0,6.0,45.0,542.5488347,0.0,2381.00949408179,True,True,4,True,3
110609,3954,4.0,8.0,2753,224,349.0,12896.179359404692,1.0,999.0,12954.0,1.0,0.0,0.0,999.0,1654.1209652777911,0.0,0.0,True,False,1,True,1
203456,1615,5.0,5.0,1241,257,325.0,332.8283792,1.0,126.0,5959.0,99.0,0.0,6.0,70.0,432.03115284397046,0.0,0.0,True,True,1,True,1
150047,3832,5.0,4.0,1748,65,272.0,1921.4800936001784,0.0,0.0,15742.0,99.0,0.0,6.0,70.0,443.2385595144629,0.0,0.0,True,True,1,True,1
73514,1307,5.0,5.0,2307,65,282.0,1062.5300827686674,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,947.725272357472,1.0,0.0,True,True,1,True,1
221010,4126,5.0,4.0,1154,65,276.0,5671.457179484151,0.0,0.0,11380.0,99.0,0.0,6.0,70.0,5524.684359310011,0.0,0.0,True,True,1,True,1
94156,1633,5.0,1.0,2753,238,473.0,2074.807520550275,0.0,0.0,15759.0,99.0,0.0,999.0,999.0,506.7265333978935,0.0,0.0,True,False,1,True,1
115048,2603,5.0,5.0,2076,65,273.0,227.98012385653016,1.0,0.0,15759.0,99.0,0.0,999.0,70.0,266.7390109020581,0.0,0.0,True,True,1,True,1
95316,3715,5.0,1.0,2753,300,289.0,-34.17508998,0.0,0.0,999.0,99.0,0.0,6.0,70.0,228.4532054,0.0,0.0,False,True,1,True,1
3351,1463,5.0,5.0,1450,53,413.0,2304.6599698618943,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,2643.9017746278687,0.0,0.0,True,True,1,True,1
100948,2695,5.0,8.0,2753,67,276.0,333.56512435500457,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,757.0462500702658,0.0,0.0,True,True,1,True,1
232709,1800,5.0,99.0,798,11,495.0,702.0613257,0.0,0.0,999.0,99.0,0.0,6.0,999.0,527.7126525378205,0.0,20.319780099698278,False,False,2,False,1
85732,4509,5.0,8.0,363,93,282.0,244.8564367418548,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,817.3800418834105,0.0,0.0,True,True,1,True,1
221420,4318,5.0,4.0,2753,177,217.0,878.388159,0.0,0.0,11382.0,99.0,0.0,6.0,70.0,1100.876134760491,0.0,0.0,True,True,1,True,1
183911,6648,5.0,4.0,995,65,282.0,-52.01066076,1.0,0.0,15759.0,99.0,0.0,0.0,70.0,115.21826953162214,0.0,0.0,False,False,1,True,1
203749,6870,5.0,4.0,2739,238,262.0,338.6605886134969,0.0,999.0,15759.0,99.0,0.0,6.0,70.0,-185.8469989,0.0,0.0,True,True,1,True,1
71102,5975,5.0,99.0,2013,131,499.0,108.5840956383289,0.0,0.0,999.0,99.0,0.0,6.0,999.0,50151.22997,0.0,0.0,False,False,1,True,1
201503,122,5.0,8.0,623,300,276.0,512.4520497922502,1.0,0.0,15759.0,99.0,0.0,1.0,70.0,453.8253885198631,0.0,0.0,False,False,1,True,1
15543,3247,5.0,99.0,2008,276,326.0,435.02933440579307,1.0,54.0,11170.0,99.0,0.0,6.0,70.0,232.35419724150356,0.0,0.0,True,True,1,True,1
170915,2710,5.0,8.0,2737,185,379.0,129.76160957391087,1.0,113.0,11207.0,99.0,0.0,6.0,70.0,-279.4787036,0.0,0.0,True,True,1,True,1
213533,6288,5.0,8.0,440,65,276.0,148.6248548344895,1.0,0.0,15759.0,99.0,0.0,1.0,70.0,415.9517360552685,0.0,0.0,True,True,1,True,1
82533,6166,5.0,1.0,1694,168,493.0,583.1689139,0.0,0.0,15759.0,99.0,0.0,999.0,999.0,22.043627586807258,0.0,0.0,False,False,1,True,1
183956,6888,5.0,0.0,1740,168,372.0,55.97908046,0.0,126.0,999.0,99.0,0.0,0.0,999.0,351.7539414846207,0.0,0.0,False,False,1,True,1
185817,5325,5.0,4.0,1749,93,0.0,4178.325431913632,0.0,0.0,15742.0,99.0,0.0,6.0,70.0,4104.577483950131,0.0,0.0,False,False,1,True,2
200841,594,5.0,4.0,2753,300,320.0,-91.16242222,0.0,0.0,999.0,99.0,0.0,999.0,70.0,74.07836175,0.0,0.0,False,True,1,True,1
104246,6350,5.0,5.0,1622,153,272.0,-170.203277,1.0,42.0,12381.0,99.0,0.0,6.0,70.0,399.2815851629782,0.0,0.0,False,False,1,True,1
171159,6080,5.0,99.0,919,300,282.0,46.07425161,0.0,0.0,15759.0,99.0,0.0,0.0,999.0,147.02983680519662,0.0,0.0,True,False,1,True,1
173258,5261,5.0,4.0,1747,65,276.0,130.25639143403913,0.0,0.0,10898.0,99.0,0.0,6.0,70.0,1227.299166412471,0.0,0.0,True,True,1,True,1
192748,2911,5.0,5.0,459,300,229.0,-12.46912499,1.0,999.0,8555.0,99.0,0.0,999.0,999.0,292.0381910053269,0.0,0.0,True,False,1,True,1
120035,3281,5.0,4.0,1970,300,276.0,466.3580193884595,0.0,0.0,15759.0,99.0,0.0,999.0,70.0,684.9469544712692,0.0,0.0,False,False,1,True,1
234425,1416,5.0,4.0,1382,65,282.0,858.7710271736478,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,559.8054035392202,0.0,0.0,True,True,1,True,1
204928,5706,5.0,99.0,1321,300,315.0,65838.34677869626,1.0,25.0,999.0,99.0,0.0,6.0,13.0,14657.984604450989,0.0,0.0,False,True,1,True,1
214420,3768,5.0,1.0,2365,96,320.0,-186.3741034,1.0,0.0,6469.0,99.0,0.0,6.0,70.0,256.96662915492584,0.0,0.0,True,True,1,True,1
94043,3955,5.0,5.0,2076,65,273.0,166.4351688696741,1.0,0.0,15759.0,99.0,0.0,999.0,70.0,92.91228865827244,0.0,0.0,True,True,1,True,1
174224,1333,5.0,3.0,2753,238,379.0,1920.6866660308183,0.0,999.0,15759.0,99.0,0.0,999.0,70.0,2065.1522175668783,0.0,0.0,False,False,1,True,1
83501,6026,5.0,8.0,2365,74,320.0,172.7534981501287,1.0,0.0,13451.0,99.0,0.0,6.0,70.0,259.5832366176917,0.0,0.0,True,True,1,True,1
205845,41,5.0,4.0,968,212,276.0,768.7143289582272,0.0,0.0,15759.0,99.0,0.0,6.0,999.0,542.2170711434618,0.0,0.0,False,False,1,True,1
63154,14,5.0,1.0,1051,69,3.0,61672.61627078812,1.0,42.0,2888.0,99.0,0.0,6.0,67.0,1701.190316582199,0.0,0.0,True,True,1,True,1
174640,7380,5.0,4.0,1675,212,309.0,1797.6123709217552,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,2050.861438447475,0.0,0.0,False,False,1,True,1
154304,5654,5.0,4.0,2753,151,215.0,8.949946054950033,0.0,999.0,15759.0,99.0,0.0,0.0,70.0,427.2973021531829,0.0,0.0,True,True,1,True,1
110235,200,5.0,4.0,2753,212,449.0,750.1787410940067,0.0,0.0,15759.0,99.0,0.0,0.0,70.0,940.312235773844,0.0,0.0,True,True,1,True,1
163412,6327,5.0,5.0,764,74,320.0,578.4498995063233,1.0,0.0,5623.0,99.0,0.0,6.0,70.0,470.29825899588826,0.0,0.0,False,False,1,True,1
133723,225,5.0,8.0,2753,151,215.0,276.3838979684728,1.0,0.0,15759.0,99.0,0.0,0.0,70.0,654.6010402064029,1.0,0.0,True,True,1,True,1
214126,2959,5.0,5.0,2133,65,999.0,769.8427381084116,1.0,0.0,999.0,99.0,0.0,6.0,70.0,842.6089293863023,0.0,0.0,False,True,1,True,1
73328,5400,5.0,5.0,2493,53,276.0,417.6819861483329,1.0,0.0,999.0,99.0,0.0,999.0,70.0,391.6082593611192,0.0,0.0,False,True,1,True,1
10355,7609,5.0,1.0,325,74,282.0,4638.931528685248,0.0,0.0,16115.0,99.0,0.0,6.0,70.0,223.93180463561183,0.0,0.0,True,True,1,True,1
104831,4153,2.0,4.0,964,93,289.0,1396.937158743743,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,855.3100554559566,0.0,0.0,True,True,1,True,1
90507,4605,4.0,1.0,2286,53,375.0,832.3912279,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,748.6194877936093,0.0,0.0,True,True,1,True,1
174133,6641,5.0,4.0,636,74,335.0,1541.390948651576,0.0,999.0,15759.0,99.0,0.0,6.0,70.0,1284.7927355594304,0.0,0.0,True,True,1,True,1
133540,873,5.0,1.0,2509,300,261.0,10355.962841125338,0.0,8.0,4390.0,1.0,0.0,999.0,1.0,657.7703444313731,0.0,0.0,True,True,1,True,1
140059,919,2.0,99.0,2753,300,999.0,183.8845214731934,0.0,999.0,8991.0,99.0,0.0,6.0,70.0,277.0606875007292,0.0,0.0,True,True,1,True,1
204928,7640,5.0,1.0,2753,266,215.0,-188.2419476,1.0,90.0,16277.0,99.0,0.0,999.0,81.0,69.11666121109171,1.0,0.0,True,True,1,True,1
100014,2852,5.0,0.0,460,238,288.0,1380.331186881818,1.0,0.0,15808.0,99.0,0.0,999.0,70.0,1453.6648676577963,0.0,0.0,True,True,1,True,1
203838,3894,2.0,1.0,2192,238,289.0,477.1400753634642,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,248.46553641872575,0.0,0.0,True,True,1,True,1
233841,5584,5.0,1.0,2139,7,324.0,904.87560853508,1.0,0.0,16115.0,99.0,0.0,6.0,999.0,601.0030172278016,0.0,0.0,True,False,1,True,1
81052,1451,5.0,5.0,1943,65,282.0,2045.973069818692,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,1667.8836412777955,0.0,0.0,False,False,1,True,1
113004,1246,5.0,8.0,827,212,452.0,193.29712819284083,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,422.2147698753622,0.0,31.463446526294888,False,False,2,False,1
175225,7243,5.0,5.0,748,300,324.0,803.8252880194186,1.0,126.0,10300.0,99.0,0.0,6.0,70.0,947.4712052958356,0.0,131.25456871948097,True,True,2,True,2
82611,5557,5.0,5.0,145,53,999.0,535.3531477097049,1.0,0.0,15759.0,99.0,0.0,999.0,70.0,433.9748679558128,0.0,0.0,True,True,1,True,1
183727,6650,5.0,4.0,2753,65,276.0,440.54049035815694,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,800.6968585058005,0.0,0.0,True,True,1,True,1
145409,2194,5.0,0.0,1740,168,372.0,61.34982983958376,0.0,126.0,999.0,99.0,0.0,999.0,999.0,-164.8543158,0.0,0.0,False,False,1,True,1
204846,3847,5.0,4.0,2753,95,276.0,437.77860909108966,0.0,0.0,11380.0,99.0,0.0,999.0,70.0,314.69975562985195,0.0,0.0,True,True,1,True,1
90253,5490,5.0,8.0,170,65,999.0,-99.79756119,1.0,999.0,13947.0,99.0,0.0,1.0,70.0,179.37806573241758,0.0,0.0,True,True,1,True,1
102117,3050,5.0,1.0,1694,300,494.0,117.29354782355706,0.0,0.0,15759.0,99.0,0.0,999.0,999.0,135.53342121882227,0.0,-21.02308269206752,False,False,2,False,1
145221,5425,5.0,1.0,2509,152,362.0,241.64661521570557,0.0,8.0,4436.0,1.0,0.0,999.0,999.0,209.313612134064,0.0,0.0,True,False,1,True,1
233351,2938,5.0,99.0,2741,93,273.0,387.487834681926,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,313.8673780897195,0.0,0.0,False,False,1,True,1
172702,1066,5.0,8.0,2753,93,282.0,389.5696332234276,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,970.0868418028228,0.0,0.0,True,True,1,True,1
192533,121,5.0,99.0,828,65,276.0,143.9515573185916,0.0,0.0,11380.0,99.0,0.0,6.0,70.0,1303.740948100959,0.0,0.0,False,False,1,True,1
123006,5849,5.0,5.0,872,300,406.0,47.46654996478394,1.0,999.0,15759.0,99.0,0.0,6.0,70.0,143.57331062346566,0.0,0.0,True,True,1,True,1
132248,2920,5.0,4.0,2753,129,275.0,978.8199443109156,0.0,0.0,15759.0,99.0,0.0,6.0,999.0,595.1668918968224,0.0,0.0,False,False,1,True,1
100438,132,5.0,4.0,893,65,282.0,471.52459044528575,0.0,999.0,15759.0,99.0,0.0,0.0,70.0,177.37308452995467,0.0,0.0,True,True,1,True,1
164551,1592,5.0,4.0,986,177,265.0,728.2435374811486,0.0,0.0,8991.0,99.0,0.0,6.0,999.0,452.0905380679507,0.0,0.0,False,False,1,True,1
185419,5950,5.0,5.0,1315,65,276.0,1180.387243735111,1.0,0.0,15759.0,99.0,0.0,6.0,999.0,907.1040350050284,0.0,0.0,True,False,1,True,1
113402,157,5.0,5.0,2008,297,318.0,3505.319048084342,1.0,54.0,11170.0,99.0,0.0,6.0,999.0,20330.423261906868,0.0,0.0,True,False,1,True,1
5123,170,5.0,5.0,606,65,298.0,1430.5681925779145,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,1507.5202708373135,0.0,0.0,False,False,1,True,1
111911,6886,5.0,99.0,1013,300,217.0,1469.3078936735974,1.0,0.0,16115.0,99.0,0.0,6.0,70.0,379.0420873229236,0.0,0.0,True,True,1,True,1
233954,5628,5.0,5.0,2008,300,326.0,467.1338859907785,1.0,54.0,999.0,99.0,0.0,6.0,70.0,510.4373627408576,0.0,-5.069601504951436,False,False,3,True,1
132410,4732,5.0,4.0,2478,65,320.0,2518.628825888037,0.0,0.0,15808.0,99.0,0.0,6.0,70.0,2422.933930242083,0.0,0.0,True,True,1,True,1
162449,3124,5.0,4.0,1564,44,272.0,4550.098393102872,0.0,0.0,999.0,99.0,0.0,6.0,70.0,4602.887827941742,0.0,0.0,False,True,1,True,1
154141,4654,5.0,8.0,344,214,317.0,29.660627742108066,1.0,61.0,10300.0,99.0,0.0,6.0,29.0,10645.98717873774,0.0,0.0,True,True,1,True,1
121528,978,5.0,99.0,2753,44,322.0,200.3774203363758,0.0,0.0,15744.0,99.0,0.0,0.0,70.0,475.6029172961895,0.0,0.0,True,True,1,True,1
51257,5800,5.0,8.0,935,211,305.0,5167.137077709909,1.0,126.0,420.0,99.0,0.0,6.0,68.0,-308.0548096,0.0,0.0,True,True,1,True,1
123827,6960,5.0,99.0,2368,151,288.0,3255.597674364003,1.0,0.0,15759.0,99.0,0.0,6.0,999.0,913.6278587409506,0.0,0.0,True,False,1,True,1
162556,1098,4.0,5.0,2530,276,318.0,624.9513452930714,1.0,54.0,4625.0,99.0,0.0,6.0,70.0,169.68009832076788,0.0,0.0,True,True,1,True,1
182837,2725,5.0,4.0,361,65,276.0,410.8822885568657,0.0,999.0,999.0,99.0,0.0,6.0,70.0,228.00179779036435,0.0,0.0,False,True,1,True,1
143133,6253,5.0,4.0,599,300,276.0,1382.688218570938,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,398.1457911845253,0.0,0.0,True,True,1,True,1
120514,5420,5.0,1.0,2358,216,320.0,-245.3343834,1.0,0.0,15759.0,99.0,0.0,999.0,70.0,22.987976022489384,0.0,0.0,True,True,1,True,1
115108,4672,5.0,8.0,1126,300,999.0,-216.3310312,1.0,0.0,15760.0,99.0,0.0,6.0,70.0,492.3812772923134,0.0,0.0,False,False,1,True,1
1623,4398,5.0,8.0,748,227,324.0,2852.3413648026944,1.0,126.0,10300.0,99.0,0.0,6.0,70.0,3154.489937268212,0.0,0.0,True,True,1,True,1
112218,2649,5.0,1.0,1694,168,999.0,431.74974897445634,0.0,0.0,15759.0,99.0,0.0,999.0,999.0,414.8762494,0.0,0.0,True,False,1,True,1
224503,1578,5.0,8.0,748,227,324.0,3116.5369807369816,1.0,999.0,10300.0,99.0,0.0,999.0,70.0,3122.3018408250127,0.0,0.0,True,True,1,True,1
72151,4115,5.0,8.0,2416,33,303.0,40.52594716762036,1.0,126.0,6792.0,99.0,0.0,6.0,68.0,49.96704901812594,0.0,-884.4887082598739,True,True,2,True,1
173025,2640,5.0,5.0,2289,284,233.0,605.9344693313526,1.0,0.0,999.0,99.0,0.0,6.0,70.0,653.9658050118322,0.0,0.0,False,True,1,True,1
184803,7439,5.0,99.0,194,65,999.0,475.5205994841587,1.0,0.0,15759.0,99.0,0.0,1.0,70.0,696.3734046004918,0.0,0.0,True,True,1,True,1
130506,4002,5.0,99.0,2753,238,275.0,239.5692364417885,1.0,0.0,999.0,99.0,0.0,6.0,999.0,277.3432879124731,0.0,0.0,False,False,1,True,1
120936,2253,5.0,1.0,411,151,473.0,545.1726105331816,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,926.1921173304264,0.0,0.0,True,True,1,True,1
231525,2654,5.0,4.0,2415,238,288.0,726.7089161829173,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,594.8345682492701,0.0,0.0,True,True,1,True,1
190455,3232,5.0,8.0,215,212,482.0,382.8594580646584,0.0,999.0,15759.0,99.0,0.0,6.0,70.0,96.95385491427136,0.0,0.0,True,True,1,True,1
111130,6781,5.0,5.0,2088,151,275.0,485.7370316,1.0,0.0,6464.0,99.0,0.0,6.0,999.0,167.84433510910293,0.0,0.0,True,False,1,True,1
82703,746,5.0,99.0,2142,214,324.0,3525.3424188413424,1.0,61.0,15955.0,99.0,0.0,6.0,999.0,3200.742147359677,0.0,0.0,True,False,1,True,1
95336,1952,5.0,9.0,548,44,486.0,356.0042867285949,0.0,0.0,15754.0,99.0,0.0,6.0,999.0,228.00179779036435,0.0,0.0,True,False,1,True,1
202911,7217,5.0,5.0,748,227,999.0,470.8929061446856,1.0,126.0,10300.0,99.0,0.0,6.0,70.0,499.69420292106656,0.0,0.0,True,True,1,True,1
120624,5973,5.0,4.0,873,44,276.0,476.82346912642,0.0,0.0,13248.0,99.0,0.0,6.0,70.0,499.2599033344079,0.0,0.0,False,False,1,True,1
191302,143,5.0,5.0,1658,65,406.0,594.4628178741985,1.0,0.0,999.0,99.0,1.0,999.0,70.0,-129.399337,0.0,0.0,False,True,1,True,1
191322,5290,5.0,5.0,2598,151,320.0,357.9836166951892,1.0,0.0,6464.0,99.0,0.0,6.0,70.0,11.963189843268282,0.0,0.0,False,False,1,True,1
121520,4567,5.0,4.0,1891,300,288.0,169.10751707647583,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,55.74212052012415,0.0,0.0,True,True,1,True,1
93733,34,5.0,99.0,2301,65,282.0,-83.58431592,1.0,0.0,15759.0,99.0,0.0,6.0,70.0,291.1965137259009,0.0,0.0,True,True,1,True,1
93634,2511,2.0,0.0,2753,198,289.0,1590.1204616009902,1.0,999.0,11380.0,99.0,0.0,999.0,70.0,978.6082955127808,0.0,0.0,True,True,1,True,1
101705,2459,5.0,1.0,1694,168,494.0,439.7433281022248,0.0,999.0,15759.0,99.0,0.0,999.0,999.0,74.73627908857611,0.0,0.0,True,False,1,True,1
125918,4363,5.0,3.0,1397,215,320.0,1977.7200015771032,0.0,0.0,11652.0,99.0,0.0,6.0,70.0,1614.713392041433,0.0,0.0,True,True,1,True,1
123550,3307,5.0,4.0,1034,129,322.0,-161.7047436,0.0,0.0,15759.0,99.0,0.0,0.0,70.0,197.0241282018776,0.0,0.0,True,True,1,True,1
92811,3076,5.0,4.0,2360,151,288.0,495.48472630318247,0.0,0.0,15759.0,99.0,0.0,6.0,70.0,645.2805287823404,0.0,0.0,True,True,1,True,1
